2019,12,19,54
2019,12,20,24
2019,12,21,12
2019,12,22,30
2019,12,23,55
2019,12,24,80
2019,12,25,23
2019,12,26,6
2019,12,27,39
2019,12,28,33
2019,12,29,5
2019,12,30,53
2019,12,31,16
