2019,7,18,-8,-3
2019,7,19,4,9
2019,7,20,32,42
2019,7,21,29,39
2019,7,22,17,23
2019,7,23,24,41
2019,7,24,4,20
2019,7,25,8,19
2019,7,26,-8,6
2019,7,27,21,35
2019,7,28,6,24
2019,7,29,-8,11
2019,7,30,27,42
2019,7,31,22,42
2019,8,1,4,14
2019,8,2,15,23
2019,8,3,25,31
2019,8,4,11,30
2019,8,5,5,25
2019,8,6,15,28
2019,8,7,32,43
2019,8,8,21,35
2019,8,9,-7,3
2019,8,10,15,28
2019,8,11,18,36
2019,8,12,30,46
2019,8,13,6,24
2019,8,14,0,19
2019,8,15,5,13
2019,8,16,33,45
2019,8,17,30,36
2019,8,18,10,19
2019,8,19,37,44
2019,8,20,33,50
2019,8,21,13,23
2019,8,22,20,32
2019,8,23,1,6
2019,8,24,3,20
2019,8,25,40,57
2019,8,26,4,19
2019,8,27,31,51
2019,8,28,6,20
2019,8,29,9,16
2019,8,30,1,20
2019,8,31,19,39
2019,9,1,18,38
2019,9,2,2,9
2019,9,3,19,38
2019,9,4,20,25
2019,9,5,40,55
2019,9,6,7,21
2019,9,7,-10,-3
2019,9,8,5,23
2019,9,9,37,42
2019,9,10,39,51
2019,9,11,-8,1
2019,9,12,12,24
2019,9,13,13,33
2019,9,14,37,48
2019,9,15,18,33
2019,9,16,33,46
2019,9,17,28,37
2019,9,18,-7,11
2019,9,19,9,18
2019,9,20,4,23
2019,9,21,2,19
2019,9,22,25,32
2019,9,23,38,49
2019,9,24,32,52
2019,9,25,27,41
2019,9,26,20,27
2019,9,27,12,26
2019,9,28,35,43
2019,9,29,-10,1
2019,9,30,-9,4
2019,10,1,9,26
2019,10,2,35,53
2019,10,3,-9,11
2019,10,4,2,17
2019,10,5,19,36
2019,10,6,15,29
2019,10,7,-5,6
2019,10,8,33,52
2019,10,9,1,10
2019,10,10,28,35
2019,10,11,28,35
2019,10,12,35,44
2019,10,13,4,20
2019,10,14,25,36
2019,10,15,4,13
2019,10,16,35,55
2019,10,17,24,40
2019,10,18,18,25
2019,10,19,36,47
2019,10,20,18,37
2019,10,21,-1,6
2019,10,22,31,42
2019,10,23,14,29
2019,10,24,37,51
2019,10,25,15,29
2019,10,26,4,23
2019,10,27,1,17
2019,10,28,7,24
2019,10,29,38,58
2019,10,30,24,37
2019,10,31,18,37
2019,11,1,39,54
2019,11,2,-3,16
2019,11,3,34,53
2019,11,4,13,26
2019,11,5,1,12
2019,11,6,7,24
2019,11,7,10,24
2019,11,8,38,58
2019,11,9,17,30
2019,11,10,-7,11
2019,11,11,-8,0
2019,11,12,-6,4
2019,11,13,32,37
2019,11,14,21,40
2019,11,15,39,57
2019,11,16,33,52
2019,11,17,17,31
2019,11,18,4,24
2019,11,19,7,25
2019,11,20,-1,8
2019,11,21,-9,7
2019,11,22,27,34
2019,11,23,-7,7
2019,11,24,26,40
2019,11,25,-2,11
2019,11,26,2,22
2019,11,27,16,29
2019,11,28,33,49
2019,11,29,37,45
2019,11,30,-6,11
2019,12,1,12,18
2019,12,2,25,33
2019,12,3,10,27
2019,12,4,21,41
2019,12,5,-6,-1
2019,12,6,4,18
2019,12,7,-2,4
2019,12,8,14,30
2019,12,9,18,38
2019,12,10,9,23
2019,12,11,15,24
2019,12,12,27,34
2019,12,13,39,54
2019,12,14,36,51
2019,12,15,22,32
2019,12,16,39,57
2019,12,17,27,40
2019,12,18,37,53
2019,12,19,-10,-5
2019,12,20,-2,7
2019,12,21,-10,9
2019,12,22,35,44
2019,12,23,27,44
2019,12,24,14,34
2019,12,25,-5,5
2019,12,26,8,28
2019,12,27,-4,15
2019,12,28,37,55
2019,12,29,23,39
2019,12,30,26,45
2019,12,31,-9,6
